1.164182	-0.577799	-0.613349	-0.613604	-0.613898	0.653223	0.731157	0.652088	0.716546	-0.353953	0.678523	0.710088	-0.358341	-0.266438	0.710253	-0.298678	0.712790	-0.611233	-0.613397	-0.613275	-0.611849	-0.583317	
-0.577799	1.111720	0.601231	0.602301	0.602123	-0.597778	-0.584471	-0.597358	-0.574748	-0.262201	-0.590601	-0.578896	-0.254672	-0.154214	-0.587447	-0.224748	-0.586261	0.650693	0.607888	0.608105	0.649917	0.737269	
-0.613349	0.601231	1.145446	1.125922	1.132627	-0.637154	-0.620976	-0.636783	-0.612283	-0.320738	-0.629561	-0.618651	-0.318764	-0.216514	-0.627900	-0.273237	-0.625531	0.526620	0.546996	0.546904	0.527675	0.598031	
-0.613604	0.602301	1.125922	1.138657	1.126645	-0.635946	-0.619888	-0.635680	-0.612042	-0.319485	-0.628503	-0.617463	-0.317539	-0.215433	-0.626820	-0.271482	-0.624576	0.526851	0.546774	0.547107	0.526585	0.597657	
-0.613898	0.602123	1.132627	1.126645	1.146434	-0.637650	-0.621633	-0.637373	-0.612990	-0.321322	-0.630135	-0.619051	-0.319647	-0.215088	-0.628620	-0.273962	-0.626218	0.527213	0.547721	0.549054	0.527661	0.598075	
0.653223	-0.597778	-0.637154	-0.635946	-0.637650	1.178820	0.608348	1.140089	0.664184	-0.372052	0.893122	0.665303	-0.378039	-0.292729	0.618480	-0.327159	0.620550	-0.636259	-0.640354	-0.640233	-0.636388	-0.610588	
0.731157	-0.584471	-0.620976	-0.619888	-0.621633	0.608348	1.226072	0.609586	0.680488	-0.354274	0.632443	0.668939	-0.352113	-0.256901	0.790663	-0.295133	0.789382	-0.614077	-0.607781	-0.607711	-0.614389	-0.587884	
0.652088	-0.597358	-0.636783	-0.635680	-0.637373	1.140089	0.609586	1.177794	0.663284	-0.372228	0.894689	0.665636	-0.378186	-0.293519	0.617315	-0.327347	0.617452	-0.635201	-0.639777	-0.639692	-0.635377	-0.609621	
0.716546	-0.574748	-0.612283	-0.612042	-0.612990	0.664184	0.680488	0.663284	1.186311	-0.359558	0.700688	0.769306	-0.362901	-0.270940	0.703305	-0.296839	0.688175	-0.610215	-0.625981	-0.625565	-0.610554	-0.597846	
-0.353953	-0.262201	-0.320738	-0.319485	-0.321322	-0.372052	-0.354274	-0.372228	-0.359558	2.212230	-0.364177	-0.349369	1.856938	0.815519	-0.352115	1.144021	-0.357274	-0.312795	-0.325269	-0.325857	-0.313414	-0.292614	
0.678523	-0.590601	-0.629561	-0.628503	-0.630135	0.893122	0.632443	0.894689	0.700688	-0.364177	1.154405	0.695351	-0.366211	-0.285706	0.643253	-0.317484	0.638665	-0.627180	-0.632062	-0.631939	-0.627160	-0.600600	
0.710088	-0.578896	-0.618651	-0.617463	-0.619051	0.665303	0.668939	0.665636	0.769306	-0.349369	0.695351	1.179814	-0.350652	-0.261847	0.700366	-0.286452	0.690970	-0.614355	-0.622755	-0.622076	-0.614133	-0.590271	
-0.358341	-0.254672	-0.318764	-0.317539	-0.319647	-0.378039	-0.352113	-0.378186	-0.362901	1.856938	-0.366211	-0.350652	2.199861	0.814964	-0.358632	1.110985	-0.358592	-0.304801	-0.313564	-0.314807	-0.305432	-0.269847	
-0.266438	-0.154214	-0.216514	-0.215433	-0.215088	-0.292729	-0.256901	-0.293519	-0.270940	0.815519	-0.285706	-0.261847	0.814964	1.755151	-0.282558	0.897883	-0.275181	-0.199851	-0.214324	-0.215231	-0.199842	-0.167270	
0.710253	-0.587447	-0.627900	-0.626820	-0.628620	0.618480	0.790663	0.617315	0.703305	-0.352115	0.643253	0.700366	-0.358632	-0.282558	1.225687	-0.287279	0.830685	-0.624539	-0.619854	-0.619691	-0.624093	-0.600635	
-0.298678	-0.224748	-0.273237	-0.271482	-0.273962	-0.327159	-0.295133	-0.327347	-0.296839	1.144021	-0.317484	-0.286452	1.110985	0.897883	-0.287279	1.910194	-0.293135	-0.259603	-0.270559	-0.271421	-0.260795	-0.227764	
0.712790	-0.586261	-0.625531	-0.624576	-0.626218	0.620550	0.789382	0.617452	0.688175	-0.357274	0.638665	0.690970	-0.358592	-0.275181	0.830685	-0.293135	1.229488	-0.624232	-0.614176	-0.613941	-0.624173	-0.595087	
-0.611233	0.650693	0.526620	0.526851	0.527213	-0.636259	-0.614077	-0.635201	-0.610215	-0.312795	-0.627180	-0.614355	-0.304801	-0.199851	-0.624539	-0.259603	-0.624232	1.347072	0.554831	0.553959	1.335833	0.651280	
-0.613397	0.607888	0.546996	0.546774	0.547721	-0.640354	-0.607781	-0.639777	-0.625981	-0.325269	-0.632062	-0.622755	-0.313564	-0.214324	-0.619854	-0.270559	-0.614176	0.554831	1.354023	1.345922	0.555008	0.680647	
-0.613275	0.608105	0.546904	0.547107	0.549054	-0.640233	-0.607711	-0.639692	-0.625565	-0.325857	-0.631939	-0.622076	-0.314807	-0.215231	-0.619691	-0.271421	-0.613941	0.553959	1.345922	1.353828	0.555372	0.681231	
-0.611849	0.649917	0.527675	0.526585	0.527661	-0.636388	-0.614389	-0.635377	-0.610554	-0.313414	-0.627160	-0.614133	-0.305432	-0.199842	-0.624093	-0.260795	-0.624173	1.335833	0.555008	0.555372	1.347113	0.652401	
-0.583317	0.737269	0.598031	0.597657	0.598075	-0.610588	-0.587884	-0.609621	-0.597846	-0.292614	-0.600600	-0.590271	-0.269847	-0.167270	-0.600635	-0.227764	-0.595087	0.651280	0.680647	0.681231	0.652401	1.136726	
